Sylveon,2,Pokemon,SFA,22
Sylveon,1,Pokemon,PRE,40
Farigiraf,3,Pokemon,TWM,84
Farigiraf ex,1,Pokemon,TEF,108
Joltik,1,Pokemon,SFA,1
Galvantula ex,1,Pokemon,SCR,168
Eevee,2,Pokemon,ASR,119
Eevee,2,Pokemon,TWM,135
Vaporeon,1,Pokemon,PRE,22
Swablu,2,Pokemon,PAR,152
Altaria,2,Pokemon,SSP,134
Varoom,1,Pokemon,TWM,124
Revavroom,1,Pokemon,SVI,142
Girafarig,3,Pokemon,TWM,83
Girafarig,1,Pokemon,PAL,154
Energy Retrieval,1,Item,,
Super Rod,1,Item,,
Buddy-Buddy Poffin,2,Item,,
Boss's Orders,1,Supporter,,
Jacq,3,Supporter,,
Bill's Transfer,1,Supporter,,
Clavell,1,Supporter,,
Lacey,1,Supporter,,
Miriam,1,Supporter,,
Crispin,2,Supporter,,
Ultra Ball,3,Item,,
Area Zero Underdepths,2,Stadium,,
Basic Water Energy,3,Energy,,
Basic Lightning Energy,1,Energy,,
Basic Metal Energy,3,Energy,,
Basic Psychich Energy,4,Energy,,
Luminous Energy,2,Energy,,
Legacy Energy - ACESPEC,1,Energy,,
Reversal Energy,2,Energy,,
Jet Energy,1,Energy,,
