Frigibax,3,Pokemon,PAF,17
Black Kyurem ex,1,Pokemon,SSP,48
Baxcalibur,2,Pokemon,PAL,60
Iron Hands ex,1,Pokemon,PAR,223
Dunsparce,3,Pokemon,PAL,156
Dudunsparce,3,Pokemon,TEF,129
Radiant Greninja,1,Pokemon,ASR,46
Chien-Pao ex,1,Pokemon,PAL,236
Wellspring Mask Ogerpon ex,1,Pokemon,TWM,64
Arctibax,1,Pokemon,PAL,209
Regigigas,1,Pokemon,PRE,86
Iron Bundle,1,Pokemon,SVP,58
Chien-Pao ex,1,Pokemon,SVP,30
Irida,3,Supporter,,
Thorton,1,Supporter,,
Earthen Vessel,1,Item,,
Buddy-Buddy Poffin,3,Item,,
Energy Retrieval,1,Item,,
Ciphermaniac's Codebreaking,1,Supporter,,
Rare Candy,2,Item,,
Superior Energy Retrieval,2,Item,,
Colress's Tenacity,2,Supporter,,
Super Rod,1,Item,,
Technical Machine: Evolution,2,Tool,,
Artazon,2,Stadium,,
Superior Energy Retrieval,2,Item,,
Ultra Ball,1,Item,,
Pal Pad,1,Item,,
Nest Ball,2,Item,,
Boss's Orders,2,Supporter,,
Enriching Energy - ACESPEC,1,Energy,,
Basic Water Energy,8,Energy,,
Basic Lightning Energy,1,Energy,,
Jet Energy,1,Energy,,
